book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating,ratings_count
24213,451527747,9780000000000,"Lewis Carroll, John Tenniel, Martin Gardner",1865.0,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland & Through the Looking-Glass,4.06,340920
2156,192802631,9780000000000,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817.0,Persuasion,Persuasion,4.13,365425
556602,312370830,9780000000000,Tatiana de Rosnay,2007.0,Elle s'appelait Sarah,Sarah's Key,4.14,312444
43615,452284694,9780000000000,Stephen King,1982.0,The Gunslinger,"The Gunslinger (The Dark Tower, #1)",3.99,332494
9712,140003468X,9780000000000,"Gabriel García Márquez, Edith Grossman",1985.0,El amor en los tiempos del cólera,Love in the Time of Cholera,3.89,283806
439288,014131088X,9780000000000,Laurie Halse Anderson,1999.0,Speak,Speak,4.0,360156
17802724,399159347,9780000000000,Liane Moriarty,2013.0,The Husband's Secret ,The Husband's Secret,3.92,232106
1898,385494785,9780000000000,Jon Krakauer,1997.0,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Into Thin Air: A Personal Account of the Mount Everest Disaster,4.11,291258
242006,031242227X,9780000000000,Augusten Burroughs,2002.0,Running with Scissors,Running with Scissors,3.7,293878
8908,307346609,9780000000000,Max Brooks,2006.0,World War Z: An Oral History of the Zombie War,World War Z: An Oral History of the Zombie War,4.01,312969
17212231,385537859,9780000000000,Dan Brown,2013.0,Inferno,"Inferno (Robert Langdon, #4)",3.8,287533
47281,440227534,9780000000000,Lois Lowry,1989.0,Number the Stars,Number the Stars,4.11,333638
13145,446692638,9780000000000,James Patterson,1993.0,Along Came a Spider,"Along Came a Spider (Alex Cross, #1)",4.08,311499
10614,450417395,9780000000000,Stephen King,1987.0,Misery,Misery,4.11,334647
66559,307341542,9780000000000,Gillian Flynn,2006.0,Sharp Objects,Sharp Objects,3.92,207889
2839,439366771,9780000000000,Katherine Paterson,1977.0,Bridge to Terabithia,Bridge to Terabithia,3.98,337644
30183,312360266,9780000000000,"P.C. Cast, Kristin Cast",2007.0,Marked,"Marked (House of Night, #1)",3.79,360044
36072,743269519,9780000000000,Stephen R. Covey,1989.0,The 7 Habits of Highly Effective People,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.05,314700
1622,743477545,9780000000000,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595.0,A Midsummer Night's Dream,A Midsummer Night's Dream,3.94,334241
4588,618711651,9780000000000,Jonathan Safran Foer,2005.0,Extremely Loud and Incredibly Close,Extremely Loud and Incredibly Close,3.97,294726
11387515,375869026,9780000000000,R.J. Palacio,2012.0,Wonder,Wonder,4.43,228538
233093,039480001X,9780000000000,Dr. Seuss,1957.0,The Cat in the Hat,The Cat in the Hat,4.15,314016
11235712,312641893,9780000000000,Marissa Meyer,2012.0,Cinder,"Cinder (The Lunar Chronicles, #1)",4.15,427663
16160797,316206849,9780000000000,"Robert Galbraith, J.K. Rowling",2013.0,The Cuckoo's Calling,"The Cuckoo's Calling (Cormoran Strike, #1)",3.83,297712
6068551,545123267,9780000000000,Maggie Stiefvater,2009.0,Shiver,"Shiver (The Wolves of Mercy Falls, #1)",3.78,356625
662,452011876,9780000000000,"Ayn Rand, Leonard Peikoff",1957.0,Atlas Shrugged,Atlas Shrugged,3.68,283295
49436,143038257,9780000000000,"Greg Mortenson, David Oliver Relin",2006.0,Three Cups of Tea ,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,3.64,283516
1232,143034901,9780000000000,"Carlos Ruiz Zafón, Lucia Graves",2001.0,La sombra del viento,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4.24,263685
7631105,385738757,9780000000000,James Dashner,2010.0,The Scorch Trials,"The Scorch Trials (Maze Runner, #2)",3.93,305643
480479,767900383,9780000000000,Frances Mayes,1996.0,Under the Tuscan Sun,Under the Tuscan Sun,3.72,279264
19486412,399167064,9780000000000,Liane Moriarty,2014.0,Big Little Lies,Big Little Lies,4.2,306186
24337,590920685,9780000000000,Gail Carson Levine,1997.0,Ella Enchanted,Ella Enchanted,3.97,339117
3876,743297334,9780000000000,Ernest Hemingway,1926.0,The Sun Also Rises,The Sun Also Rises,3.83,284988
14891,61120073,9780000000000,Betty  Smith,1943.0,A Tree Grows In Brooklyn ,A Tree Grows in Brooklyn,4.24,291909
13148,446677388,9780000000000,James Patterson,1995.0,Kiss the Girls,"Kiss the Girls (Alex Cross, #2)",3.93,274639
21853621,312577222,9780000000000,Kristin Hannah,2015.0,The Nightingale,The Nightingale,4.54,253606
6334,1400078776,9780000000000,Kazuo Ishiguro,2005.0,Never Let Me Go,Never Let Me Go,3.8,294123
366522,786890754,9780000000000,Cecelia Ahern,2003.0,"PS, I Love You",P.S. I Love You,4.01,262921
12873,1844080382,9780000000000,"Daphne du Maurier, Sally Beauman",1938.0,Rebecca,Rebecca,4.2,177384
18373,156030306,9780000000000,Daniel Keyes,1966.0,Flowers for Algernon,Flowers for Algernon,4.07,313044
6952,552995878,9780000000000,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989.0,Como agua para chocolate,Like Water for Chocolate,3.94,263199
1103,812968069,9780000000000,Lisa See,2005.0,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,4.05,280475
22034,451205766,9780000000000,"Mario Puzo, Robert Thompson, Peter Bart",1969.0,The Godfather,The Godfather,4.36,256480
49750,525476881,9780000000000,John Green,2006.0,An Abundance of Katherines,An Abundance of Katherines,3.63,312754
29579,553803719,9780000000000,Isaac Asimov,1951.0,Foundation,Foundation (Foundation #1),4.13,279688
15783514,62255657,9780000000000,Neil Gaiman,2013.0,The Ocean at the End of the Lane,The Ocean at the End of the Lane,3.99,293844
30118,60513063,9780000000000,Shel Silverstein,1981.0,A Light in the Attic,A Light in the Attic,4.34,297861
29056083,751565350,9780000000000,"John Tiffany, Jack Thorne, J.K. Rowling",2016.0,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",3.75,270603
11614718,61726834,9780000000000,Lauren Oliver,2011.0,Delirium,"Delirium (Delirium, #1)",3.99,256975
32499,385339704,9780000000000,John Grisham,1992.0,The Pelican Brief,The Pelican Brief,3.95,288376
17061,61139378,9780000000000,Neil Gaiman,2002.0,Coraline,Coraline,4.03,316379
12067,60853980,9780000000000,"Terry Pratchett, Neil Gaiman",1990.0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,298304
70401,140042598,9780000000000,Jack Kerouac,1955.0,On the Road,On the Road,3.64,246602
16181775,1476729085,9780000000000,Graeme Simsion,2013.0,The Rosie Project,"The Rosie Project (Don Tillman, #1)",4.01,251703
3063499,446579939,9780000000000,Nicholas Sparks,2008.0,The Lucky One,The Lucky One,4.1,267166
2122,451191153,9780000000000,"Ayn Rand, Leonard Peikoff",1943.0,The Fountainhead,The Fountainhead,3.85,244545
76620,038039586X,9780000000000,Richard Adams,1972.0,Watership Down,"Watership Down (Watership Down, #1)",4.05,292426
10335308,307886263,9780000000000,Mindy Kaling,2011.0,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,290674
3591262,375414495,9780000000000,Abraham Verghese,2009.0,Cutting for Stone,Cutting for Stone,4.28,258319
140225,006112527X,9780000000000,"C.S. Lewis, Pauline Baynes",1951.0,The Voyage of the Dawn Treader,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",4.08,306492
295,753453800,9780000000000,Robert Louis Stevenson,1882.0,Treasure Island,Treasure Island,3.82,268012
9520360,1423140591,9780000000000,Rick Riordan,2011.0,The Son of Neptune ,"The Son of Neptune (The Heroes of Olympus, #2)",4.44,299980
10644930,1451627289,9780000000000,Stephen King,2011.0,11/22/1963,11/22/1963,4.29,258464
4948,241003008,9780000000000,Eric Carle,1969.0,The Very Hungry Caterpillar,The Very Hungry Caterpillar Board Book,4.29,296952
135479,140285601,9780000000000,Kurt Vonnegut Jr.,1963.0,Cat's Cradle,Cat's Cradle,4.18,238940
2493,451528557,9780000000000,"H.G. Wells, Greg Bear, Carlo Pagetti",1895.0,The Time Machine,The Time Machine,3.87,276076
39999,385751060,9780000000000,John Boyne,2006.0,The Boy in the Striped Pyjamas,The Boy in the Striped Pajamas,4.1,285692
4900,1892295490,9780000000000,Joseph Conrad,1899.0,Heart of Darkness,Heart of Darkness,3.42,255576
7812659,044654759X,9780000000000,Nicholas Sparks,2010.0,Safe Haven,Safe Haven,4.19,255531
52529,1582701709,9780000000000,Rhonda Byrne,2006.0,The Secret,"The Secret (The Secret, #1)",3.62,241537
227711,60987561,9780000000000,Wally Lamb,1998.0,I Know This Much Is True ,I Know This Much Is True,4.17,246917
10583,1416524347,9780000000000,Stephen King,1983.0,Pet Sematary,Pet Sematary,3.91,256383
5203,671021001,9780000000000,Wally Lamb,1992.0,She's Come Undone,She's Come Undone,3.84,259576
1215032,756404738,9780000000000,Patrick Rothfuss,2011.0,The Wise Man's Fear,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",4.57,245686
33724,440241901,9780000000000,Sophie Kinsella,2003.0,Can You Keep a Secret?,Can You Keep a Secret?,3.83,278747
6752378,1442403543,9780000000000,Cassandra Clare,2011.0,City of Fallen Angels,"City of Fallen Angels (The Mortal Instruments, #4)",4.16,341826
14748,743418174,9780000000000,Jennifer Weiner,2001.0,Good in Bed,"Good in Bed (Cannie Shapiro, #1)",3.7,248804
3412,380018179,9780000000000,Colleen McCullough,1977.0,The Thorn Birds,The Thorn Birds,4.22,255651
2213661,60530928,9780000000000,"Neil Gaiman, Dave McKean",2008.0,The Graveyard Book,The Graveyard Book,4.12,302303
13158800,1451681739,9780000000000,M.L. Stedman,2012.0,The Light Between Oceans,The Light Between Oceans,4.0,243526
28194,439709105,9780000000000,"Cornelia Funke, Anthea Bell",2003.0,Tintenherz,"Inkheart (Inkworld, #1)",3.86,285011
4894,91883768,9780000000000,"Spencer Johnson, Kenneth H. Blanchard",1998.0,Who Moved My Cheese?,Who Moved My Cheese?,3.74,237272
9791,307279464,9780000000000,Bill Bryson,1997.0,A Walk in the Woods,A Walk in the Woods,4.05,250192
13214,553279378,9780000000000,Maya Angelou,1969.0,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,4.19,270859
15818107,61950726,9780000000000,Christina Baker Kline,2013.0,Orphan Train,Orphan Train,4.14,226091
8755776,1442416866,9780000000000,Cassandra Clare,2012.0,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)",4.3,300553
13526165,316204277,9780000000000,Maria Semple,2012.0,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",3.9,215453
14497,60557818,9780000000000,Neil Gaiman,1996.0,Neverwhere,Neverwhere,4.18,268318
9717,571224385,9780000000000,"Milan Kundera, Michael Henry Heim",1984.0,Nesnesitelná lehkost bytí,The Unbearable Lightness of Being,4.08,205279
4473,552135399,9780000000000,John Irving,1989.0,A Prayer for Owen Meany,A Prayer for Owen Meany,4.22,226964
32234,316182540,9780000000000,Janet Fitch,1999.0,White Oleander,White Oleander,3.93,245674
9275658,039925675X,9780000000000,Marie Lu,2011.0,Legend,"Legend (Legend, #1)",4.19,299998
14866,743496728,9780000000000,Jodi Picoult,2007.0,Nineteen Minutes,Nineteen Minutes,4.1,235978
2318271,1401323251,9780000000000,"Randy Pausch, Jeffrey Zaslow",2008.0,The Last Lecture,The Last Lecture,4.25,241869
228665,812511816,9780000000000,Robert Jordan,1990.0,The Eye of the World,"The Eye of the World (Wheel of Time, #1)",4.18,260184
10916,61150142,9780000000000,Jodi Picoult,1998.0,The Pact,The Pact,4.0,221225
65605,60764902,9780000000000,C.S. Lewis,1953.0,The magician's nephew,"The Magician's Nephew (Chronicles of Narnia, #6)",4.01,268355
2153405,595440096,9780000000000,Lisa Genova,2007.0,Still Alice,Still Alice,4.3,223432
13596809,425263916,9780000000000,Sylvia Day,2012.0,Reflected in You,"Reflected in You (Crossfire, #2)",4.33,252564
6689,375814248,9780000000000,"Roald Dahl, Quentin Blake",1961.0,James and the Giant Peach,James and the Giant Peach,3.99,270402
13137,446696617,9780000000000,James Patterson,2001.0,1st To Die,"1st to Die (Women's Murder Club, #1)",4.05,233984
13,345453743,9780000000000,Douglas Adams,1996.0,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,The Ultimate Hitchhiker's Guide to the Galaxy,4.37,222842
6280118,340896965,9780000000000,David Nicholls,2009.0,One Day,One Day,3.77,222926
7747374,61969559,9780000000000,Pittacus Lore,2010.0,I Am Number Four,"I Am Number Four (Lorien Legacies, #1)",3.94,253437
1371,140275363,9780000000000,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750.0,Ἰλιάς,The Iliad,3.83,241088
13497818,316228532,9780000000000,J.K. Rowling,2012.0,The Casual Vacancy,The Casual Vacancy,3.28,231835
24192,385339690,9780000000000,John Grisham,1996.0,The Runaway Jury,The Runaway Jury,3.96,222712
4138,316777730,9780000000000,David Sedaris,1997.0,Naked,Naked,4.08,201337
45978,375840400,9780000000000,Christopher Paolini,2005.0,Eldest,"Eldest (The Inheritance Cycle, #2)",3.96,250000
236093,140621679,9780000000000,"L. Frank Baum, W.W. Denslow",1900.0,The Wonderful Wizard of Oz,"The Wonderful Wizard of Oz (Oz, #1)",3.98,247521
121749,000720230X,9780000000000,C.S. Lewis,1951.0,Prince Caspian: The Return to Narnia,"Prince Caspian (Chronicles of Narnia, #2)",3.96,250221
11590,450031063,9780000000000,Stephen King,1975.0,Salem's Lot,'Salem's Lot,3.99,228680
7745,679785892,9780000000000,"Hunter S. Thompson, Ralph Steadman",1971.0,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas,4.08,232489
10025305,1416975888,9780000000000,Cassandra Clare,2011.0,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",4.46,307994
20910157,62268341,9780000000000,Amy Poehler,2014.0,Yes Please,Yes Please,3.81,251082
12996,743477553,9780000000000,William Shakespeare,1603.0,"The Tragedy of Othello, The Moor of Venice",Othello,3.88,238875
6149,1400033411,9780000000000,Toni Morrison,1987.0,Beloved,Beloved,3.77,233825
3236307,015206396X,9780000000000,Kristin Cashore,2008.0,Graceling,"Graceling (Graceling Realm, #1)",4.1,281185
78411,439206472,9780000000000,"Lemony Snicket, Brett Helquist",1999.0,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",3.89,275670
355697,449213943,9780000000000,"Erich Maria Remarque, A.W. Wheen",1929.0,Im Westen nichts Neues,All Quiet on the Western Front,3.92,249113
191139,679805273,9780000000000,Dr. Seuss,1990.0,"Oh, the Places You'll Go!","Oh, The Places You'll Go!",4.34,257260
16115612,159463176X,9780000000000,Khaled Hosseini,2012.0,And The Mountains Echoed,And the Mountains Echoed,4.03,199326
7082,345404475,9780000000000,"Philip K. Dick, Roger Zelazny",1968.0,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,4.08,223828
18254,141439742,9780000000000,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,Oliver Twist,Oliver Twist,3.85,230181
11149,60652896,9780000000000,C.S. Lewis,1942.0,A Grief Observed,The Screwtape Letters,4.21,116277
6936382,525423273,9780000000000,Stephanie Perkins,2010.0,Anna and the French Kiss,"Anna and the French Kiss (Anna and the French Kiss, #1)",4.08,259479
113946,7173040,9780000000000,Dr. Seuss,1957.0,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,4.36,250602
5805,1401207928,9780000000000,"Alan Moore, David   Lloyd",1990.0,V for Vendetta,V for Vendetta,4.25,210682
2203,743223136,9780000000000,David McCullough,2001.0,John Adams,John Adams,4.05,215780
14995,553384287,9780000000000,Dean Koontz,2003.0,Odd Thomas,"Odd Thomas (Odd Thomas, #1)",3.94,205986
119324,679879250,9780000000000,Philip Pullman,1997.0,The Subtle Knife,"The Subtle Knife (His Dark Materials, #2)",4.1,242503
22232,439488400,9780000000000,Jerry Spinelli,2000.0,Stargirl,"Stargirl (Stargirl, #1)",3.74,237560
7090447,1423113381,9780000000000,Rick Riordan,2010.0,The Red Pyramid,"The Red Pyramid (Kane Chronicles, #1)",4.06,232791
350,441788386,9780000000000,Robert A. Heinlein,1961.0,Stranger in a Strange Land,Stranger in a Strange Land,3.91,220301
10176,965904830,9780000000000,David Sedaris,2004.0,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,4.08,191923
6319,141311371,9780000000000,"Roald Dahl, Quentin Blake",1982.0,The BFG,The BFG,4.22,245855
21,076790818X,9780000000000,Bill Bryson,2003.0,A Short History of Nearly Everything,A Short History of Nearly Everything,4.19,191535
1852,439227143,9780000000000,Jack London,1903.0,The Call of the Wild,The Call of the Wild,3.83,223932
7864437,385738773,9780000000000,James Dashner,2011.0,The Death Cure,"The Death Cure (Maze Runner, #3)",3.77,223674
16793,61142026,9780000000000,Neil Gaiman,1999.0,Stardust,Stardust,4.07,237602
33917,618485228,9780000000000,Jhumpa Lahiri,2003.0,The Namesake,The Namesake,3.96,184211
8667848,670022411,9780000000000,Deborah Harkness,2011.0,A Discovery of Witches,"A Discovery of Witches (All Souls Trilogy, #1)",3.99,226622
11297,375704027,9780000000000,"Haruki Murakami, Jay Rubin",1987.0,ノルウェイの森 [Noruwei no Mori],Norwegian Wood,4.02,183988
5168,446672211,9780000000000,Billie Letts,1995.0,Where the Heart Is,Where the Heart Is,4.0,208333
6567017,525421580,9780000000000,"John Green, David Levithan",2010.0,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",3.84,236431
1241,307276902,9780000000000,James Frey,2003.0,A Million Little Pieces,A Million Little Pieces,3.62,184241
2282133,1595141758,9780000000000,Richelle Mead,2008.0,Frostbite,"Frostbite (Vampire Academy, #2)",4.3,256745
8520610,307352145,9780000000000,Susan Cain,2012.0,Quiet: The Power of Introverts in a World that Can't Stop Talking,Quiet: The Power of Introverts in a World That Can't Stop Talking,4.04,202135
233818,440439884,9780000000000,Scott O'Dell,1960.0,Island of the Blue Dolphins,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",3.8,236015
17250,142437336,9780000000000,"Arthur Miller, Christopher Bigsby",1953.0,The Crucible,The Crucible,3.55,242980
50,689840926,9780000000000,Gary Paulsen,1986.0,Hatchet,"Hatchet (Brian's Saga, #1)",3.68,222553
68428,076531178X,9780000000000,Brandon Sanderson,2006.0,Mistborn : The Final Empire,"The Final Empire (Mistborn, #1)",4.43,208944
51496,451528956,9780000000000,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886.0,The Strange Case of Dr Jekyll and Mr Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,3.79,223535
7784,679889108,9780000000000,Dr. Seuss,1971.0,The Lorax,The Lorax,4.35,226564
389627,810993139,9780000000000,Jeff Kinney,2004.0,Greg Heffley's Journal,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",3.96,254852
